Selected filters;Start date: 2003;End date: 2026 Q1;;;;;;;;;;;;
Country name;Region;Year joined GPE;Partner countries affected by fragility and conflict;Income classification;Grant type;Grant amount;Actual approval date;Grant agent;Start date;Closing date;Grant status;Cumulative grant utilization;Disbursement from TF;GPE Grant ID
Kyrgyz Republic;Europe & Central Asia;2006;No;Low income;PDG;US$192.023 ;01/28/2013;WB;02/10/2013;12/31/2013;Closed;US$192.023 ;US$192.023 ;PDG-KG-016
Kyrgyz Republic;Europe & Central Asia;2006;No;Low income;ESPIG;US$12.699.459 ;11/19/2013;WB;05/10/2014;06/30/2018;Closed;US$13.223.883 ;US$13.223.883 ;PIG-KG-37B
Kyrgyz Republic;Europe & Central Asia;2006;No;Lower middle income;PDG;US$399.557 ;12/22/2017;WB;12/22/2017;02/28/2021;Closed;US$399.557 ;US$399.557 ;GPE0000311
Kyrgyz Republic;Europe & Central Asia;2006;No;Lower middle income;MLT;US$5.000.000 ;01/15/2021;WB;09/30/2021;03/01/2026;Active;US$3.278.588 ;US$3.610.000 ;GPE0000367
Kyrgyz Republic;Europe & Central Asia;2006;No;Lower middle income;ESPDG;US$500.000 ;01/18/2017;WB;01/18/2017;12/31/2018;Closed;US$398.393 ;US$398.393 ;GPE0000427
Kyrgyz Republic;Europe & Central Asia;2006;No;Lower middle income;SCG;US$50.000 ;09/20/2022;UNICEF;09/20/2022;08/31/2023;Closed;US$49.904 ;US$0 ;GPE0000791
Kyrgyz Republic;Europe & Central Asia;2006;No;Lower middle income;MLT;US$15.000.000 ;11/28/2024;IsDB;08/21/2025;08/31/2029;Active;US$0 ;US$0 ;GPE0016406
Kyrgyz Republic;Europe & Central Asia;2006;No;Lower middle income;PDG;US$199.995 ;07/17/2024;IsDB;05/25/2024;05/25/2025;Closed;US$0 ;US$0 ;GPE0016470
Kyrgyz Republic;Europe & Central Asia;2006;No;Lower middle income;SCG;US$865.320 ;02/01/2025;UNICEF;03/01/2025;12/31/2027;Active;US$186.164 ;US$0 ;GPE0016566
Kyrgyz Republic;Europe & Central Asia;2006;No;Lower middle income;SCG;US$84.680 ;02/01/2025;AKF;01/01/2025;12/31/2027;Active;US$26.144 ;US$0 ;GPE0016568
Moldova;Europe & Central Asia;2005;No;Low income;ESPIG;US$8.768.414 ;12/02/2005;WB;05/25/2006;08/31/2010;Closed;US$8.768.414 ;US$8.768.414 ;CAT000159
Moldova;Europe & Central Asia;2005;No;Lower middle income;ESPIG;US$4.353.014 ;12/15/2011;WB;03/27/2012;10/29/2014;Closed;US$4.353.014 ;US$4.343.014 ;CAT000158
Moldova;Europe & Central Asia;2005;No;Lower middle income;ESPDG;US$249.998 ;06/20/2018;UNICEF;06/25/2018;06/30/2019;Closed;US$250.000 ;US$250.000 ;GPE0000326
Moldova;Europe & Central Asia;2005;No;Lower middle income;ESPDG;US$250.000 ;02/25/2020;UNICEF;02/25/2020;06/30/2022;Closed;US$250.000 ;US$250.000 ;GPE0000480
Moldova;Europe & Central Asia;2005;No;Lower middle income;MLT;US$4.672.895 ;06/16/2022;UNICEF;07/01/2022;06/30/2026;Active;US$3.004.866 ;US$78.138 ;GPE0000644
Moldova;Europe & Central Asia;2005;No;Lower middle income;PDG;US$27.671 ;02/03/2022;UNICEF;02/03/2022;03/31/2022;Closed;US$27.671 ;US$27.671 ;GPE0000659
Moldova;Europe & Central Asia;2005;No;Upper middle income;MLT;US$5.000.000 ;04/19/2023;WB;09/11/2023;09/11/2027;Active;US$762.918 ;US$800.000 ;GPE0015092
Moldova;Europe & Central Asia;2005;No;Upper middle income;PDG;US$196.427 ;03/24/2023;WB;03/24/2023;09/29/2023;Closed;US$0 ;US$0 ;GPE0000902
Moldova;Europe & Central Asia;2005;No;Upper middle income;SCG;US$1.000.000 ;08/05/2024;UNICEF;09/01/2024;09/01/2026;Active;US$394.988 ;US$0 ;GPE0016484
Tajikistan;Europe & Central Asia;2005;No;Low income;ESPIG;US$16.200.000 ;05/21/2013;WB;10/01/2013;09/30/2017;Closed;US$16.200.000 ;US$16.200.000 ;PIG-TJ-025
Tajikistan;Europe & Central Asia;2005;No;Low income;ESPIG;US$18.250.293 ;12/02/2005;WB;05/29/2006;09/01/2010;Closed;US$18.250.293 ;US$18.250.293 ;CAT000142
Tajikistan;Europe & Central Asia;2005;No;Low income;ESPIG;US$13.500.000 ;11/05/2009;WB;01/19/2010;06/30/2013;Closed;US$13.500.000 ;US$13.500.000 ;CAT000143
Tajikistan;Europe & Central Asia;2005;No;Low income;ESPDG;US$247.797 ;10/07/2013;UNICEF;11/01/2013;10/31/2014;Closed;US$247.797 ;US$247.797 ;EPD-TJ-026
Tajikistan;Europe & Central Asia;2005;No;Low income;PDG;US$123.647 ;02/26/2013;WB;11/25/2013;06/30/2014;Closed;US$123.647 ;US$123.647 ;PDG-TJ-019
Tajikistan;Europe & Central Asia;2005;No;Low income;MLT;US$10.000.000 ;01/17/2020;IsDB;08/11/2020;12/31/2024;Closed;US$9.999.995 ;US$4.680.000 ;GPE0000352
Tajikistan;Europe & Central Asia;2005;No;Lower middle income;ESPDG;US$304.000 ;10/26/2017;UNICEF;10/30/2017;09/30/2020;Closed;US$304.000 ;US$304.000 ;GPE0000299
Tajikistan;Europe & Central Asia;2005;No;Lower middle income;ESPDG;US$194.131 ;10/26/2017;WB;10/30/2017;10/15/2019;Closed;US$194.131 ;US$194.131 ;GPE0000314
Tajikistan;Europe & Central Asia;2005;No;Lower middle income;PDG;US$188.214 ;05/21/2019;IsDB;05/23/2019;12/31/2019;Closed;US$188.214 ;US$188.214 ;GPE0000424
Tajikistan;Europe & Central Asia;2005;No;Lower middle income;MLT-STG;US$25.000.000 ;07/28/2023;IsDB;05/01/2024;04/30/2028;Active;US$2.540.109 ;US$0 ;GPE0014885
Tajikistan;Europe & Central Asia;2005;No;Lower middle income;SCG;US$2.600.000 ;07/19/2022;UNICEF;08/01/2022;07/31/2026;Active;US$1.787.373 ;US$0 ;GPE0000782
Tajikistan;Europe & Central Asia;2005;No;Lower middle income;PDG;US$200.000 ;09/29/2022;IsDB;09/26/2022;12/30/2022;Closed;US$0 ;US$0 ;GPE0000794
Ukraine;Europe & Central Asia;2022;Yes;Lower middle income;MLT (AF);US$25.550.000 ;04/24/2023;UNESCO,UNICEF;06/01/2023;05/31/2026;Active;US$19.651.154 ;US$0 ;GPE0016254
Ukraine;Europe & Central Asia;2022;Yes;Lower middle income;SCG;US$2.699.300 ;11/10/2024;WB;10/01/2024;10/30/2027;Active;US$273.392 ;US$1.789.419 ;GPE0016535
Uzbekistan;Europe & Central Asia;2013;No;Lower middle income;ESPIG;US$49.338.583 ;06/28/2014;WB;10/29/2014;12/31/2019;Closed;US$49.338.583 ;US$49.338.583 ;PIG-UZ-042
Uzbekistan;Europe & Central Asia;2013;No;Lower middle income;ESPDG;US$250.000 ;04/27/2012;UNICEF;05/03/2012;12/31/2013;Closed;US$250.000 ;US$250.000 ;EPD-UZ-003
Uzbekistan;Europe & Central Asia;2013;No;Lower middle income;PDG;US$236.372 ;02/04/2013;WB;02/12/2013;12/31/2014;Closed;US$236.425 ;US$236.425 ;PDG-UZ-018
Uzbekistan;Europe & Central Asia;2013;No;Lower middle income;ESPDG;US$349.596 ;11/06/2017;WB;11/09/2017;11/30/2018;Closed;US$349.596 ;US$349.596 ;GPE0000302
Uzbekistan;Europe & Central Asia;2013;No;Lower middle income;PDG;US$199.898 ;12/21/2017;WB;12/21/2017;03/31/2019;Closed;US$199.898 ;US$199.898 ;GPE0000313
Uzbekistan;Europe & Central Asia;2013;No;Lower middle income;ESPDG;US$150.000 ;02/13/2018;UNICEF;02/15/2018;11/30/2018;Closed;US$150.000 ;US$150.000 ;GPE0000318
Uzbekistan;Europe & Central Asia;2013;No;Lower middle income;MLT;US$10.000.000 ;01/31/2019;WB;12/13/2019;04/30/2025;Closed;US$8.402.598 ;US$9.999.572 ;GPE0000340
Uzbekistan;Europe & Central Asia;2013;No;Lower middle income;MLT;US$40.000.000 ;10/18/2023;IsDB;03/07/2025;06/30/2028;Active;US$6.018.173 ;US$0 ;GPE0014920
Uzbekistan;Europe & Central Asia;2013;No;Lower middle income;SCG;US$184.500 ;12/13/2022;UNICEF;12/15/2022;04/15/2023;Closed;US$183.388 ;US$0 ;GPE0000805
Uzbekistan;Europe & Central Asia;2013;No;Lower middle income;PDG;US$200.000 ;04/21/2023;IsDB;04/21/2023;01/31/2024;Closed;US$0 ;US$0 ;GPE0000913
Uzbekistan;Europe & Central Asia;2013;No;Lower middle income;SCG;US$2.849.250 ;10/22/2023;WB;10/24/2023;12/31/2026;Active;US$362.429 ;US$2.849.250 ;GPE0000972
Global;Global;;No;;ESPDG;US$8.166.594 ;03/23/2020;UNICEF;03/23/2020;03/31/2021;Closed;US$116.594 ;US$8.166.594 ;GPE0000493
Global;Global;;No;;ESPIG (COVID-19 AF);US$9.102.897 ;04/22/2020;UNESCO;04/22/2020;02/28/2022;Closed;US$9.102.897 ;US$9.596.304 ;GPE0000497
Global;Global;;No;;ESPIG (COVID-19 AF);US$7.499.022 ;04/22/2020;UNICEF;04/22/2020;02/28/2022;Closed;US$7.499.022 ;US$7.500.000 ;GPE0000498
Global;Global;;No;;ESPIG (COVID-19 AF);US$7.500.000 ;04/22/2020;WB;04/22/2020;02/28/2022;Closed;US$7.499.836 ;US$11.500.000 ;GPE0000499
Global;Global;;No;;SCG;US$1.558.620 ;08/06/2025;GIZ;07/31/2025;09/30/2026;Active;US$64.885 ;US$0 ;GPE0016599
Belize;Latin America & Caribbean;2023;No;Upper middle income;MLT;US$5.000.000 ;04/14/2023;Inter-American Development Bank;01/15/2024;01/15/2028;Active;US$2.343.989 ;US$0 ;GPE0014999
Belize;Latin America & Caribbean;2023;No;Upper middle income;PDG;US$199.520 ;02/02/2023;Inter-American Development Bank;02/02/2023;07/01/2024;Closed;US$0 ;-US$480 ;GPE0000884
Belize;Latin America & Caribbean;2023;No;Upper middle income;SCG;US$1.000.000 ;09/18/2025;UNICEF;09/11/2025;07/30/2027;Active;US$0 ;US$0 ;GPE0016603
Bolivia;Latin America & Caribbean;;No;Lower middle income;SCG;US$1.100.000 ;05/11/2023;UNICEF;06/01/2023;12/31/2026;Active;US$469.283 ;US$0 ;GPE0000920
Caribbean;Latin America & Caribbean;;No;;ESPIG;US$1.775.557 ;06/16/2016;WB;07/27/2016;09/30/2019;Closed;US$1.775.557 ;US$1.775.557 ;PIG-6R-062
Caribbean;Latin America & Caribbean;;No;;ESPDG;US$285.240 ;11/14/2014;WB;11/15/2014;06/15/2016;Closed;US$285.240 ;US$285.240 ;EPD-6O-032
Caribbean;Latin America & Caribbean;;No;;PDG;US$314.840 ;11/26/2014;WB;05/15/2015;07/15/2016;Closed;US$314.840 ;US$314.840 ;PDG-6O-032
Caribbean;Latin America & Caribbean;;No;;ESPDG;US$448.430 ;08/15/2018;WB;08/20/2018;09/30/2021;Closed;US$448.430 ;US$448.430 ;GPE0000401
Caribbean;Latin America & Caribbean;;No;;ESPIG;US$10.000.000 ;05/03/2021;OECS;07/01/2021;06/30/2026;Active;US$7.425.862 ;US$1.575.062 ;GPE0000475
Caribbean;Latin America & Caribbean;;No;;PDG;US$350.052 ;04/02/2020;OECS;04/08/2020;09/30/2021;Closed;US$350.052 ;US$350.052 ;GPE0000496
Caribbean;Latin America & Caribbean;;No;;ESPIG (COVID-19 AF);US$2.940.765 ;06/05/2020;OECS;06/05/2020;06/30/2022;Closed;US$2.167.322 ;US$2.940.765 ;GPE0000519
Caribbean;Latin America & Caribbean;;No;;SCG;US$1.750.250 ;06/29/2022;WB;07/01/2022;10/31/2025;Closed;US$748.786 ;US$750.000 ;GPE0000780
Caribbean;Latin America & Caribbean;;No;;PDG;US$399.150 ;10/31/2024;WB;10/31/2024;10/30/2025;Closed;US$0 ;US$0 ;GPE0016522
Caribbean;Latin America & Caribbean;;No;;STG;US$10.000.000 ;05/08/2025;WB;07/26/2025;06/30/2029;Active;US$64.971 ;US$400.000 ;GPE0016583
El Salvador;Latin America & Caribbean;2022;No;Lower middle income;ESPDG;US$699.625 ;10/15/2020;WB;10/15/2020;12/31/2025;Closed;US$699.519 ;US$699.625 ;GPE0000590
El Salvador;Latin America & Caribbean;2022;No;Lower middle income;PDG;US$199.600 ;07/19/2021;WB;07/20/2021;10/31/2022;Closed;US$0 ;US$199.600 ;GPE0000643
El Salvador;Latin America & Caribbean;2022;No;Lower middle income;MLT-GEA;US$15.000.000 ;06/20/2022;WB;01/31/2023;12/31/2027;Active;US$3.030.751 ;US$4.349.446 ;GPE0000646
El Salvador;Latin America & Caribbean;2022;No;Lower middle income;SCG;US$1.600.000 ;10/07/2022;WB;10/07/2022;12/31/2026;Active;US$1.243.671 ;US$1.600.000 ;GPE0000796
El Salvador;Latin America & Caribbean;2022;No;Upper middle income;MLT;US$12.000.000 ;04/28/2025;Inter-American Development Bank;01/21/2026;09/30/2029;Active;US$0 ;US$0 ;GPE0016382
El Salvador;Latin America & Caribbean;2022;No;Upper middle income;PDG;US$200.000 ;12/19/2024;Inter-American Development Bank;12/19/2024;12/31/2026;Active;US$0 ;US$0 ;GPE0016543
Grenada;Latin America & Caribbean;2016;No;Upper middle income;MLT;US$5.000.000 ;01/08/2025;CDB;02/01/2025;12/30/2028;Active;US$0 ;US$0 ;GPE0014908
Guatemala;Latin America & Caribbean;2022;No;Upper middle income;ESPDG;US$700.000 ;01/19/2021;UNICEF;01/19/2021;12/31/2025;Closed;US$402.157 ;US$402.157 ;GPE0000617
Guatemala;Latin America & Caribbean;2022;No;Upper middle income;MLT;US$10.000.000 ;06/07/2022;UNICEF;06/08/2022;07/31/2026;Active;US$5.970.005 ;US$971.500 ;GPE0000645
Guatemala;Latin America & Caribbean;2022;No;Upper middle income;PDG;US$200.000 ;08/31/2021;UNICEF;09/01/2021;09/30/2022;Closed;US$200.000 ;US$200.000 ;GPE0000652
Guyana;Latin America & Caribbean;2002;No;High income;STG;US$5.000.000 ;10/24/2023;Inter-American Development Bank;02/23/2024;01/16/2028;Active;US$2.000.000 ;US$0 ;GPE0000826
Guyana;Latin America & Caribbean;2002;No;Lower middle income;ESPIG;US$32.919.857 ;09/17/2004;WB;09/28/2004;12/31/2012;Closed;US$32.919.857 ;US$32.919.857 ;CAT000156
Guyana;Latin America & Caribbean;2002;No;Lower middle income;ESPDG;US$250.000 ;07/29/2013;WB;08/15/2013;04/30/2015;Closed;US$227.695 ;US$250.000 ;GPE EC000215
Guyana;Latin America & Caribbean;2002;No;Lower middle income;PDG;US$200.000 ;06/03/2013;WB;07/01/2013;03/31/2015;Closed;US$193.467 ;US$200.000 ;GPE EC000216
Guyana;Latin America & Caribbean;2002;No;Lower middle income;ESPIG;US$1.698.273 ;12/16/2014;WB;06/05/2015;09/30/2018;Closed;US$1.698.273 ;US$1.698.273 ;PIG-GY-049
Guyana;Latin America & Caribbean;2002;No;Upper middle income;MLT-ESPIG;US$7.000.000 ;03/24/2021;WB;07/02/2021;03/31/2025;Closed;US$6.999.555 ;US$6.999.555 ;GPE0000355
Guyana;Latin America & Caribbean;2002;No;Upper middle income;ESPIG (COVID-19 AF);US$3.500.000 ;06/05/2020;UNICEF;06/05/2020;12/31/2022;Closed;US$3.499.960 ;US$3.500.000 ;GPE0000520
Guyana;Latin America & Caribbean;2002;No;Upper middle income;PDG;US$200.000 ;10/23/2020;WB;10/31/2020;06/30/2022;Closed;US$190.974 ;US$190.974 ;GPE0000599
Guyana;Latin America & Caribbean;2002;No;Upper middle income;SCG;US$156.431 ;08/18/2022;UNESCO;09/12/2022;02/28/2023;Closed;US$156.431 ;US$0 ;GPE0000785
Guyana;Latin America & Caribbean;2002;No;Upper middle income;PDG;US$199.646 ;03/08/2023;Inter-American Development Bank;03/08/2023;05/12/2025;Closed;US$0 ;-US$354 ;GPE0000893
Haiti;Latin America & Caribbean;2008;Yes;Low income;ESPIG;US$21.999.969 ;03/12/2010;WB;06/10/2010;10/31/2015;Closed;US$21.999.969 ;US$22.000.000 ;CAT000103
Haiti;Latin America & Caribbean;2008;Yes;Low income;ESPIG;US$24.100.000 ;06/28/2014;WB;11/07/2014;06/30/2018;Closed;US$24.100.000 ;US$24.100.000 ;PIG-HT-041
Haiti;Latin America & Caribbean;2008;Yes;Low income;ESPDG;US$157.202 ;03/11/2013;WB;03/11/2013;12/31/2013;Closed;US$157.202 ;US$157.202 ;EPD-HT-005
Haiti;Latin America & Caribbean;2008;Yes;Low income;PDG;US$107.507 ;10/01/2012;WB;05/03/2013;02/28/2014;Closed;US$107.507 ;US$107.507 ;PDG-HT-006
Haiti;Latin America & Caribbean;2008;Yes;Low income;ESPIG;US$16.500.000 ;06/09/2021;WB;11/02/2021;11/02/2026;Active;US$13.241.505 ;US$14.500.000 ;GPE0000356
Haiti;Latin America & Caribbean;2008;Yes;Low income;ESPIG (COVID-19 AF);US$7.000.000 ;06/30/2020;UNICEF;06/30/2020;05/31/2022;Closed;US$6.911.813 ;US$7.000.000 ;GPE0000558
Haiti;Latin America & Caribbean;2008;Yes;Low income;ESPIG (AF);US$3.300.000 ;08/13/2020;UNICEF;08/13/2020;05/31/2022;Closed;US$3.300.000 ;US$3.300.000 ;GPE0000577
Haiti;Latin America & Caribbean;2008;Yes;Low income;PDG;US$199.295 ;09/21/2020;WB;09/23/2020;11/30/2021;Closed;US$199.295 ;US$199.295 ;GPE0000584
Haiti;Latin America & Caribbean;2008;Yes;Lower middle income;MLT;US$19.000.000 ;09/28/2023;Inter-American Development Bank;04/30/2024;04/30/2028;Active;US$8.500.000 ;US$0 ;GPE0014956
Haiti;Latin America & Caribbean;2008;Yes;Lower middle income;STG;US$23.700.000 ;07/31/2025;Inter-American Development Bank;04/01/2026;01/15/2030;Pending;US$0 ;US$0 ;GPE0000852
Haiti;Latin America & Caribbean;2008;Yes;Lower middle income;SCG;US$1.585.406 ;05/05/2023;UNESCO;05/11/2023;09/30/2025;Closed;US$1.057.339 ;US$0 ;GPE0000919
Haiti;Latin America & Caribbean;2008;Yes;Lower middle income;PDG;US$168.110 ;07/17/2023;Inter-American Development Bank;07/21/2023;03/31/2025;Closed;US$0 ;-US$31.890 ;GPE0000940
Haiti;Latin America & Caribbean;2008;Yes;Lower middle income;PDG;US$200.000 ;12/12/2024;Inter-American Development Bank;12/12/2024;07/18/2026;Active;US$0 ;US$0 ;GPE0016542
Honduras;Latin America & Caribbean;2002;No;Lower middle income;ESPDG;US$499.485 ;10/02/2015;WB;10/02/2015;12/30/2017;Closed;US$499.485 ;US$499.485 ;EPD-HN-041
Honduras;Latin America & Caribbean;2002;No;Lower middle income;MLT;US$10.000.000 ;01/17/2020;WB;11/11/2020;11/30/2026;Active;US$7.267.721 ;US$7.480.000 ;GPE0000417
Honduras;Latin America & Caribbean;2002;No;Lower middle income;PDG;US$200.000 ;10/09/2019;WB;10/17/2019;05/31/2021;Closed;US$199.872 ;US$199.872 ;GPE0000461
Honduras;Latin America & Caribbean;2002;No;Lower middle income;ESPDG;US$449.945 ;02/10/2021;WB;04/01/2021;12/31/2024;Closed;US$449.945 ;US$449.945 ;GPE0000622
Honduras;Latin America & Caribbean;2002;No;Lower middle income;MLT;US$12.000.000 ;04/28/2025;Inter-American Development Bank;01/15/2026;01/30/2030;Pending;US$0 ;US$0 ;GPE0016387
Honduras;Latin America & Caribbean;2002;No;Lower middle income;SCG;US$100.000 ;04/03/2024;WB;04/02/2024;03/31/2025;Closed;US$98.439 ;US$98.439 ;GPE0016431
Honduras;Latin America & Caribbean;2002;No;Lower middle income;SCG;US$900.000 ;01/31/2025;WB;01/01/2025;06/30/2028;Active;US$111.451 ;US$900.000 ;GPE0016557
Honduras;Latin America & Caribbean;2002;No;Lower middle income;PDG;US$200.000 ;08/07/2025;Inter-American Development Bank;09/01/2025;09/01/2026;Active;US$0 ;US$0 ;GPE0016600
Nicaragua;Latin America & Caribbean;2002;No;Low income;ESPIG;US$7.000.000 ;11/03/2003;WB;08/19/2004;06/30/2005;Closed;US$7.000.000 ;US$7.000.000 ;CAT000166
Nicaragua;Latin America & Caribbean;2002;No;Low income;ESPIG;US$17.000.000 ;11/12/2004;WB;11/01/2006;10/31/2010;Closed;US$17.000.000 ;US$17.000.000 ;CAT000167
Nicaragua;Latin America & Caribbean;2002;No;Lower middle income;ESPIG;US$16.700.000 ;07/31/2012;WB;04/20/2013;11/15/2017;Closed;US$16.700.000 ;US$16.700.000 ;GPE EC000165
Nicaragua;Latin America & Caribbean;2002;No;Lower middle income;ESPDG;US$499.500 ;01/26/2015;WB;02/09/2015;08/31/2017;Closed;US$499.500 ;US$499.500 ;EPD-NI-036
Nicaragua;Latin America & Caribbean;2002;No;Lower middle income;PDG;US$360.590 ;05/23/2018;WB;05/30/2018;06/30/2021;Closed;US$360.590 ;US$360.590 ;GPE0000322
Nicaragua;Latin America & Caribbean;2002;No;Lower middle income;ESPIG;US$7.448.252 ;03/05/2021;WB;04/19/2021;04/30/2023;Closed;US$7.448.244 ;US$7.448.244 ;GPE0000337
Nicaragua;Latin America & Caribbean;2002;No;Lower middle income;ESPIG (COVID-19 AF);US$7.000.000 ;10/28/2020;WB;12/11/2020;10/31/2022;Closed;US$6.992.621 ;US$6.992.621 ;GPE0000603
Nicaragua;Latin America & Caribbean;2002;No;Lower middle income;STG;US$4.000.000 ;07/03/2024;UNICEF;10/01/2024;09/30/2027;Active;US$127.616 ;US$0 ;GPE0000847
Nicaragua;Latin America & Caribbean;2002;No;Lower middle income;STG (AF);US$1.000.000 ;03/03/2023;UNICEF;04/03/2023;03/31/2025;Closed;US$1.000.000 ;US$0 ;GPE0000892
Nicaragua;Latin America & Caribbean;2002;No;Lower middle income;PDG;US$178.155 ;01/05/2024;UNICEF;01/15/2024;07/30/2024;Closed;US$0 ;US$0 ;GPE0016355
Nicaragua;Latin America & Caribbean;2002;No;Lower middle income;SCG;US$1.300.000 ;08/02/2024;UNESCO;08/01/2024;02/29/2028;Active;US$216.505 ;US$0 ;GPE0016483
St. Lucia;Latin America & Caribbean;2016;No;Upper middle income;MLT;US$4.000.000 ;07/29/2025;CDB;01/02/2026;07/31/2029;Active;US$0 ;US$0 ;GPE0016460
St. Vincent and the Grenadines;Latin America & Caribbean;2016;No;Upper middle income;MLT;US$5.000.000 ;05/21/2025;CDB;07/01/2025;06/30/2029;Active;US$0 ;US$0 ;GPE0014911
Afghanistan;Middle East & North Africa;2011;Yes;Low income;ESPIG (AF);US$21.920.561 ;09/23/2020;UNICEF;09/24/2020;12/31/2022;Closed;US$21.920.561 ;US$20.000.000 ;GPE0000591
Afghanistan;Middle East & North Africa;2011;Yes;Low income;ESPIG;US$10.000.000 ;09/23/2022;UNICEF;10/01/2022;07/31/2023;Closed;US$10.000.000 ;US$10.000.000 ;GPE0000793
Afghanistan;Middle East & North Africa;2011;Yes;Low income;STG;US$50.050.000 ;10/30/2025;AKF,Save the Children UK;11/01/2025;07/31/2028;Active;US$12.314 ;US$0 ;GPE0000855
Afghanistan;Middle East & North Africa;2011;Yes;Low income;ESPIG;US$50.000.000 ;11/27/2023;Save the Children UK;12/01/2023;06/01/2026;Active;US$36.597.352 ;US$0 ;GPE0000911
Afghanistan;Middle East & North Africa;2011;Yes;Low income;SCG;US$4.999.940 ;03/29/2023;UNESCO;04/01/2023;03/31/2026;Active;US$3.229.883 ;US$0 ;GPE0000914
Afghanistan;Middle East & North Africa;2011;Yes;Low income;ESPIG;US$59.500.000 ;09/28/2023;UNICEF;10/01/2023;03/31/2026;Active;US$49.963.064 ;US$0 ;GPE0000970
Djibouti;Middle East & North Africa;2006;No;Lower middle income;ESPIG;US$3.798.499 ;11/19/2013;WB;04/13/2014;06/30/2018;Closed;US$3.798.499 ;US$3.798.499 ;PIG-DJ-033
Djibouti;Middle East & North Africa;2006;No;Lower middle income;ESPIG;US$8.000.000 ;12/02/2005;WB;05/03/2006;09/20/2010;Closed;US$8.000.000 ;US$8.000.000 ;CAT000087
Djibouti;Middle East & North Africa;2006;No;Lower middle income;ESPIG;US$3.998.074 ;05/06/2010;WB;10/30/2010;03/31/2013;Closed;US$3.998.073 ;US$3.998.074 ;GPE EC000088
Djibouti;Middle East & North Africa;2006;No;Lower middle income;ESPDG;US$161.534 ;04/01/2013;UNICEF;04/03/2013;12/31/2013;Closed;US$161.534 ;US$161.534 ;EPD-DJ-021
Djibouti;Middle East & North Africa;2006;No;Lower middle income;PDG;US$198.941 ;03/25/2013;WB;04/11/2013;12/31/2013;Closed;US$198.941 ;US$198.941 ;PDG-DJ-021
Djibouti;Middle East & North Africa;2006;No;Lower middle income;ESPDG;US$212.517 ;02/24/2017;UNICEF;02/24/2017;12/31/2018;Closed;US$212.517 ;US$212.517 ;EPD-DJ-039
Djibouti;Middle East & North Africa;2006;No;Lower middle income;PDG;US$70.000 ;10/09/2020;WB;10/21/2020;01/31/2021;Closed;US$69.945 ;US$69.945 ;GPE0000588
Djibouti;Middle East & North Africa;2006;No;Lower middle income;STG;US$5.000.000 ;03/05/2025;WB;08/11/2025;06/30/2029;Active;US$0 ;US$150.000 ;GPE0000840
Djibouti;Middle East & North Africa;2006;No;Lower middle income;SCG;US$105.530 ;04/04/2023;UNICEF;04/06/2023;06/30/2024;Closed;US$105.467 ;US$0 ;GPE0000901
Djibouti;Middle East & North Africa;2006;No;Lower middle income;PDG;US$199.864 ;06/10/2024;WB;06/10/2024;11/30/2024;Closed;US$0 ;US$0 ;GPE0016459
Djibouti;Middle East & North Africa;2006;Yes;Lower middle income;MLT-ESPIG;US$12.500.000 ;07/03/2019;WB;02/14/2020;12/15/2026;Active;US$11.895.417 ;US$12.500.000 ;GPE0000342
Djibouti;Middle East & North Africa;2006;Yes;Lower middle income;ESPDG;US$287.229 ;08/30/2018;UNICEF;08/30/2018;06/30/2020;Closed;US$287.229 ;US$287.229 ;GPE0000391
Djibouti;Middle East & North Africa;2006;Yes;Lower middle income;PDG;US$199.105 ;09/14/2018;WB;09/14/2018;06/30/2019;Closed;US$199.105 ;US$199.105 ;GPE0000403
Djibouti;Middle East & North Africa;2006;Yes;Lower middle income;ESPDG;US$450.000 ;03/11/2020;UNICEF;03/12/2020;04/30/2024;Closed;US$439.024 ;US$439.024 ;GPE0000490
Djibouti;Middle East & North Africa;2006;Yes;Lower middle income;ESPIG (COVID-19 AF);US$3.463.687 ;06/30/2020;WB;06/26/2020;06/30/2022;Closed;US$3.463.687 ;US$3.463.687 ;GPE0000557
Egypt, Arab Republic of;Middle East & North Africa;2023;Yes;Lower middle income;ESPDG;US$500.000 ;01/19/2021;UNICEF;02/01/2021;03/31/2023;Closed;US$498.386 ;US$500.000 ;GPE0000616
Egypt, Arab Republic of;Middle East & North Africa;2023;Yes;Lower middle income;SCG;US$200.000 ;09/13/2023;UNICEF;09/13/2023;06/30/2024;Closed;US$200.000 ;US$0 ;GPE0000961
Jordan;Middle East & North Africa;2024;No;Lower middle income;SCG;US$550.000 ;12/19/2024;UNESCO;01/01/2025;06/30/2026;Active;US$272.174 ;US$0 ;GPE0016546
Pakistan - Balochistan;Middle East & North Africa;2012;Yes;Lower middle income;ESPIG;US$20.006.250 ;06/28/2021;UNICEF;11/01/2021;11/01/2026;Active;US$10.377.685 ;US$2.162.954 ;GPE0000451
Pakistan - Balochistan;Middle East & North Africa;2012;Yes;Lower middle income;STG;US$18.789.000 ;02/24/2025;UNICEF,WB;07/18/2025;06/30/2029;Active;US$49.363 ;US$820.000 ;GPE0000871
Pakistan - Balochistan;Middle East & North Africa;2012;Yes;Lower middle income;SCG;US$1.331.000 ;11/15/2024;UNESCO;01/01/2025;12/31/2028;Active;US$7.051 ;US$0 ;GPE0016531
